N°,Fecha,Lugar,Actor o grupo social emisor,Institución y Cargo actor o grupo social emisor,Actor o grupo social Involucrado 1,Institución y Cargo actor o grupo social involucrado 1,Acontecimiento,Posición,Área,"Studio 5 – Studio 5 Noticias – Rubén Valdés Alvarado, Paola Reynaga (97.7)",Ondas del Huallaga – Noticiero Ondas del Huallaga - José Carlos Ponce de León(88.9),"Radio Noticias del Perú – Radio Noticias Huánuco Edición Central – Bequer Bejarano, Nuvith Condezo Celis, Juan Malpartida (102.5)","Primer Plano - RNP - Ítalo Guillermo, Silvia Salas (102.5)",Radio Nacional – Cuatro Suyos – Ronald Cáceres / Manuel Bejarano (100.9),Radio Sinaí - Opinión Libre - Jaime Herrera  Echevarria (90.1),Radio Rumba Perú - RTL Noticias - Koko Giles/ Juan Manuel (95.3),Radio Pulsar - El Informante - Miguel Angel Domínguez (100.5),Radio Llata - Punto de Encuentro - Carlos Chavez Firma(92.3),Radio Paraiso 96.9 - Aires de Tradición Andina - Hector Facundo Damazo,Panorama Cultural Oyonense - Maximo Samaniego - Radio Oyon (102.5),Noticiero Musical - Hector Facundo Damazo - Radio Sol - Oyon,Radio La Altura 7-9am,Radio UNHEVAL – Noticiero (96.1)
429,2022-06-27,Ayacucho,Periodista,,,,"Mencionó que la Defensoría del Pueblo de Huánuco saludó la aprobación del Plan Regional Anticorrupción de Huánuco 2022, que permitirá el seguimiento de casos emblemáticos de corrupción en la región.",Gris,Gobierno Central,,,1.0,,,,,,,,,,,
430,2022-06-27,Ayacucho,Wilber Inchaustegui,Analista político,,,"Indicó que todas las listas de la región Huánuco tienen problemas de inadmisibilidad, incumplimiento de elecciones internas, paridas, falta de firmas, entre otros problemas, y esto se da en personas que no postulan por primera vez; así mismo, señaló que en los planes de gobierno existe el famoso copia y pega, no hay originalidad, encima algunos candidatos están siendo investigados.",Gris,Política,,,1.0,,,,,,,,,,,
431,2022-06-27,Ayacucho,Teresa Picón Castro,Dirigente de transporte de Huánuco,,,"Informó que el gremio de transporte de vehículos menores no está acatando el paro, porque el gremio en ningún momento sostuvo alguna coordinación con Lima; además, mencionó que Huánuco el gremio de Lima nunca los considera, piensa que son sus borregos que no tienen conocimiento de lo que acontece en el alza de combustible, caso que no afecta a los vehículos menores que en su gran mayoría utilizan el gas: “No estamos acatando ningun gremio, ni de vehículos menores y mayores, de carga pesada quizás lo estén haciendo, pero nosotros no tenemos conocimiento; y para llamar a la tranquilidad a la colectividad huanuqueña: trabajen con normalidad”, manifestó. Indicó que algunos delincuentes están saliendo a las calles, pero no lo hacen por el gremio ni el alza de combustible, sino que cada vez que hay un paro, quieren cometer sus actos vandálicos y echar la culpa al gremio.",Gris,Paro,,,1.0,,,,,,,,,,,
432,2022-06-27,Ayacucho,Manuel Bejarano,Periodista,,,"Alertó que en la ciudad de Lima ya se registró un contagio de la viruela de mono, la cual es contagiosa sobretodo por la vía oral. En efecto, recomendó a los vecinos del interior del país a tomar precauciones sobre esta enfermedad y evitar su propagación.",Gris,Salud,,,,,1,,,,,,,,,
433,2022-06-27,Ayacucho,Javier Marchese,Presidente de la Unión de Transportistas de Carga Pesada.,,,"Criticó directamente al presidente de la República, Pedro Castillo, por firmar actas, pero no cumplir con los acuerdos en favor de los transportistas de carga pesada. Por ello, solicitó a los camioneros a unirse de manera pacífica al paro.(Crítica directa al gobierno de Pedro Castillo)",Celeste,paro,,,,,1,,,,,,,,,
434,2022-06-28,Ayacucho,Periodista,,,,"Comentó que, en Huánuco, sumado a la falta de hospitales y centros de salud, hay una falta de medicamentos, sobre todo en provincia, y a eso añadió la irresponsabilidad de la población en no vacunarse, lo cual generaría un peligroso brote en la región.",Gris,Salud,,1.0,,,,,,,,,,,,
435,2022-06-28,Ayacucho,Periodista,,Pedro Castillo,Presidente de la República,"Informó que Pedro Castillo decidió no responder por las reuniones sin transparencia que tuvo en la vivienda de Sarratea, en Breña.",Gris,Política,1.0,1.0,,,,,,,,,,,,
436,2022-06-28,Ayacucho,Periodista,,Ministerio de Salud,,Mencionó que el Ministerio de Salud viene realizando el seguimiento del primer caso de la viruela del mono en el país.,Gris,Salud,1.0,1.0,,,,,,,,,,,,
437,2022-06-28,Ayacucho,Kenny Rosado Salazar,Corresponsal de Ondas del Huallaga,,,"Desde la provincia de Dos de mayo, informó que hoy martes está programado el debate entre las instituciones educativas públicas de la provincia sobre la erradicación de la violencia, organizado por la UGEL Dos de mayo. Por otro lado, mencionó que este último lunes iniciaron los trabajos de descolmatación en las zonas aledañas al puente Cáceres donde la población espera su restauración.",Gris,Violencia,,1.0,,,,,,,,,,,,
438,2022-06-28,Ayacucho,Periodista,,Kelly Villavicencio,Médica psiquiatra,"Mencionó que el alcohol, el tabaco y la marihuana son las drogas más consumidas entre los huanuqueños y se incrementó durante la pandemia, según médica psiquiatra Kelly Villavicencio.",Gris,Sociedad,,,,,,1.0,,,,,,,,
439,2022-06-28,Ayacucho,Periodista,,,,"Informó que el paro de transportistas a nivel nacional se llevará a cabo este 4 de julio, lo que implicará que 16 mil transportes de Lima y Callao dejen de operar.",Gris,Paro,1.0,,,,,1.0,,,,,,,,
440,2022-06-28,Ayacucho,Periodista,,Instituto de Estudios Peruanos (IEP),,"Comentó que la mayoría de peruanos aseguró que la economía es peor que el año pasado, según el Instituto de Estudios Peruanos (IEP).",Gris,Economía,1.0,,,,,1.0,,,,,,,,
441,2022-06-28,Ayacucho,Periodista,,Pedro Castillo,Presidente de la República,Informó que el desacato de Pedro Castillo al no declarar ante el parlamento constituye una infracción constitucional.,Gris,Gobierno Central,1.0,,,,,1.0,,,,,,,,
442,2022-06-28,Ayacucho,Periodista,,Pedro Castillo,Presidente de la República,"Mencionó que la Universidad César Vallejo confirmó plagio en la tesis de maestría de Pedro Castillo y su esposa, ya lo informó a la SUNEDU.",Gris,Gobierno Central,1.0,,,,,1.0,,,,,,,,
443,2022-06-28,Ayacucho,Periodista,,,,"Comentó que en la capital de la provincia de Dos de mayo, La Unión, ya van 12 años que los alcaldes no puede terminar una obra de saneamiento, una vergüenza que genera la corrupción y el amiguismo, situación que igual ocurre en el centro poblado de La Esperanza, en la ciudad de Huánuco, donde el 80% es transporte público, pero el gerente de Transporte dice que los autos particulares congestionan las calles.",Gris,Infraestructura,,,,,,1.0,,,,,,,,
444,2022-06-28,Ayacucho,Moisés Paulino,Vecino de la provincia de Puerto Inca,Erasmo Fernández Sixto,Gobernador transitorio de Huánuco,"Comentó que el pasado 14 de junio estuvo en la sede del Gobierno Regional de Huánuco, donde habló junto a funcionarios y al gobernador Erasmo Fernández, sobre la minería ilegal y pasivos ambientales en la provincia de Puerto Inca, y a quienes se solicitó intervenir con la fiscalía ambiental a la provincia que es burla para la región, porque cada vez que se denunciaba investigar sobre la contaminación, todos esos casos eran archivados, pero con Erasmo Fernández es diferente porque él tuvo la amabilidad de llamar a todos los funcionarios y solicitar a la fiscalía especializada en materia ambiental estar en Puerto Inca que anteriormente tenía autoridades con las que se sufría, porque permitieron el tráfico	de los recursos naturales de la provincia y sus zonas intangibles.",Celeste,Gobierno Regional,,,,,,1.0,,,,,,,,
445,2022-06-28,Ayacucho,Jorge Burgos,Vecino de la provincia de Puerto Inca,Erasmo Fernández Sixto,Gobernador transitorio de Huánuco,"Indicó que en la provincia de Puerto Inca se están gestionando mal las cosas, impidiendo que la provincia tenga su obra de saneamiento, en salud se está muy mal, las ambulancias están destrozadas, calles sin asfaltar y todo eso a pesar que hay presupuesto, por lo que pidió a Erasmo Fernández darse una vuelta por Puerto Inca y ver la realidad.",Gris,Salud,,,,,,1.0,,,,,,,,
446,2022-06-28,Ayacucho,Periodista,,Universidad Nacional Hermilio Valdizán (UNHEVAL) ,,Informó que la Universidad Nacional Hermilio Valdizán (UNHEVAL) desarrollará una charla sobre crecimiento empresarial de manera virtual.,Gris,Emprendimiento,,,,,,,,,,,,,,1.0
447,2022-06-28,Ayacucho,Leonarda Pilar Rivadeneyra,Emprendedora,Universidad Nacional Hermilio Valdizán (UNHEVAL) ,,"Comentó que es la moderadora de la charla de crecimiento empresarial que llevará a cabo la UNHEVAL, y el propósito es conocer como incide el crecimiento de las empresas en el desarrollo económico regional, y como incidió la pandemia en el desarrollo de las empresas, además la importancia de la tecnología.",Celeste,Emprendimiento,,,,,,,,,,,,,,1.0
448,2022-06-28,Ayacucho,Periodista,,,,Informó que ante nuevos casos de Covid-19 el director regional de Salud de Huánuco Alfredo Centurión advirtió inicio de la cuarta ola de la pandemia.,Gris,Salud,1.0,,1.0,,,,,,,,,,,
449,2022-06-28,Ayacucho,Periodista,,Alfredo Centurión,Director regional de Salud de Huánuco,Mencionó que el gerente de Transportes de la Municipalidad Provincial de Huánuco culpó a vehículos particulares por congestión en las calles.,Gris,Transporte,,,1.0,,,,,,,,,,,
450,2022-06-28,Ayacucho,Periodista,,,,"Indicó que el Ejecutivo declaró en estado de emergencia la red vial nacional, departamental, vecinal o rural por un periodo de 30 días.",Gris,Seguridad,1.0,,1.0,,,,,,,,,,,
451,2022-06-28,Ayacucho,Periodista,,,,Señaló que los candidatos declarados improcedentes e inadmisibles en la región Huánuco no pierden las esperanzas de seguir en carrera y aseguran que hay una “mano negra” que les pone obstáculos.,Gris,Política,,,1.0,,,,,,,,,,,
452,2022-06-28,Ayacucho,Gladys Estacio,Funcionaria de la Dirección Regional de Salud de Huánuco,,,"Indicó que en la región no se está cumpliendo el porcentaje que puede asegurar que la cuarta ola no sea fuerte, pese a ello la dirección de salud está trabajando en todas las provincias e incrementó sus brigadas, sin embargo, mencionó que la población se resiste a vacunarse y cree que con 2 o 1 dosis contra la Covid-19 es suficiente y ya están protegidos, por lo que invitó a la población a acercarse a los puntos de vacunación y llamó a la conciencia de las familias.",Gris,Salud,,,1.0,,,,,,,,,,,
453,2022-06-28,Ayacucho,Varinia Calvo,Regidora de la Municipalidad Provincial de Huánuco,,,"Lamentó que algunas personas se estén aprovechando económicamente de la laguna Viña del río colocando algunos botes en la zona la cual dejan sucio, pese a ser el único atractivo que tiene la ciudad de Huánuco.",Gris,Sociedad,,,1.0,,,,,,,,,,,
454,2022-06-28,Ayacucho,Alejandro Salas,Ministro de Cultura,,,"Señaló que la radio es un medio de comunicación fundamental para integrar a las regiones. En ese sentido comentó que es importante fortalecer la participación de los cuidadanos y las comunidades en la radio, fomentando la libre expresión y la diversidad cultural. Además, promovió la no discriminación.",Gris,Sociedad,,,,,1,,,,,,,,,
455,2022-06-28,Ayacucho,Manuel Bejarano,Periodista,,,Resaltó los emprendimientos que se forman en distintas partes del país en torno al ceviche y que son una fuente de ingresos para diversos peruanos.,Gris,Emprendimiento,,,,,1,,,,,,,,,
456,2022-06-30,Ayacucho,Periodista,,,,"Mencionó que la obra de agua y alcantarillado en Llata es ejecutado con ausencia del supervisor y residente, en la provincia de Huánuco.",Gris,Agua,,1.0,,,,,,,,,,,,
457,2022-06-30,Ayacucho,Periodista,,,,"Indicó que en las últimas semanas en Huánuco se incrementó los casos de Covid-19, según manifestó Alfredo Centurión Vargas, director regional de Salud de Huánuco.",Gris,Salud,,1.0,,,,,,,,,,,,
458,2022-06-30,Ayacucho,Periodista,,,,"Informó que instalaron nuevos semáforos LED en el distrito de Pillco Marca, provincia de Huánuco, lo cual fue agradecido por los vecinos.",Gris,Electrificación rural,,1.0,,,,,,,,,,,,
459,2022-06-30,Ayacucho,Periodista,,,,Señaló que Perú Libre busca estatizar lotes petroleros y eliminar los favoritismos políticos que se generaron en el gobierno de Pedro Castillo.,Gris,Política,1.0,1.0,,,,,,,,,,,,
460,2022-06-30,Ayacucho,Periodista,,,,"Comentó que el gobierno de Pedro Castillo no tiene un rumbo definido, por lo que este martes se desarrolló una jornada nacional para exigir al gobierno cumplir con sus promesas electorales y reformas presupuestales.",Gris,Protesta,,1.0,,,,,,,,,,,,
461,2022-06-30,Ayacucho,Mauro Quispe,Corresponsal de Ondas del Huallaga,,,"Desde la provincia de Pachitea, informó que todas las instituciones educativas de la localidad se pusieron de pie y realizaron un pasacalle en contra de la violencia, organizado por la UGEL de Pachitea, siendo el motivante la noticia de la violación de 11 escolares, que incluso motivó al ministro de Educación a pronunciarse.",Gris,Violencia,,1.0,,,,,,,,,,,,
462,2022-06-30,Ayacucho,Willy Trujillo,Corresponsal de Ondas del Huallaga,,,"Desde la provincia de Yarowilca, comentó que, debido a las heladas, los agricultores están perdiendo sus cultivos que en el presente mes sembraron o estaban a punto de ser recogidos. Mencionó que este 3 de julio se desarrollará la rendición de cuentas en cabildo abierto en la capital de la provincia, por lo que invitó a todos los hijos de Yarowilca a participar en esta rendición periodo 2021.",Gris,Agropecuario,,1.0,,,,,,,,,,,,
463,2022-06-30,Ayacucho,Periodista,,,,"Informó que el nuevo viceministro de Defensa Leonel Cabrera tiene una denuncia fiscal por violación sexual, homicidio o secuestro.",Gris,Política,1.0,,,,,1.0,,,,,,,,
464,2022-06-30,Ayacucho,Periodista,,,,"Comentó que en Huánuco 4 consejeros postulan a alcaldías, uno de ellos de la provincia de Puerto Inca, pero quien no sería natural del lugar.",Gris,Política,,,,,,1.0,,,,,,,,
465,2022-06-30,Ayacucho,Periodista,,,,"Mencionó que la obra de agua y alcantarillado en Huamalíes corre el riesgo de no tener una buena dirección técnica y este perjudique su construcción, según informe de la Contraloría.",Gris,Agua,,,,,,1.0,,,,,,,,
466,2022-06-30,Ayacucho,Periodista,,,,"Indicó que 1 de cada 10 peruanos se siente muy bien preparado en el mundo actual donde está prevaleciendo el uso de tecnologías, según Maple Bear.",Gris,Sociedad,,,,,,1.0,,,,,,,,
467,2022-06-30,Ayacucho,Periodista,,,,"Informó que la CADE Ejecutivo se llevará a cabo desde este 29 de junio hasta el 1 de julio, evento que reúne a líderes académicos y políticos del Perú y extranjero sobre el desarrollo empresarial y políticas públicas. (Promoción de la inversión privada)",Celeste,Emprendimiento,,,,,,,,,,,,,,1.0
468,2022-06-30,Ayacucho,Periodista,,,,"Mencionó que se realizaron trabajos en el complejo arqueológico de Huanacaure, lo que permitirá dar valor turístico a la zona.",Gris,Turismo,,,,,,,,,,,,,,1.0
469,2022-06-30,Ayacucho,Periodista,,,,Mencionó que habría 11 vinculación entre la corrupción y el presidente Pedro Castillo quien intenta desvirtuar los señalamientos en su contra.,Gris,Corrupción,1.0,,,,,1.0,,,,,,,,
470,2022-06-30,Ayacucho,Periodista,,,,"Comentó que Pedro Castillo ha demostrado consistentemente ser incompetente, según señaló el periodista César Hildebrandt.  ",Gris,Gobierno Central,1.0,,,,,1.0,,,,,,,,
471,2022-06-30,Ayacucho,Periodista,,,,"Informó que hoy 29 de junio el equipo León de Huánuco celebra un nuevo aniversario, pese a ello, hay dolor por su eliminación en la Copa Perú y que el club hace falta una reestructuración.",Gris,Deporte,1.0,,1.0,,,,,,,,,,,
472,2022-06-30,Ayacucho,Julio César de Andrade Moura,Exfutbolista,,,"Habló sobre su trayectoria en el León de Huánuco, como esta participó en la Copa Libertadores y la necesaria reestructuración que requiere.",Gris,Deporte,,,1.0,,,,,,,,,,,
473,2022-06-30,Ayacucho,Juan Tinyata,Exfutbolista,,,"Habló sobre su participación en el León de Huánuco cuando fue lateral, lamentó que el equipo ha decaído bastante y la directiva actual debe buscar patrocinadores.",Gris,Deporte,,,1.0,,,,,,,,,,,
474,2022-06-30,Ayacucho,Periodista,,Rosalí Leandro Tarazona,Candidato a gobernador regional de Huánuco por Avanza País,"Informó que el Jurado Electoral Especial (JEE) de Huánuco declaró improcedente la inscripción de los candidatos a gobernador y vicegobernador de Avanza País, quedando fuera de carrera Rosalí Leandro Tarazona, entre otros.",Gris,Política,,1.0,1.0,,,1.0,1,,,,,,,
475,2022-06-30,Ayacucho,Periodista,,Contraloría General de la República,,"Informó que en el hospital regional Hermilio Valdizán se registró falta de insumos que impidió la atención a 20 pacientes de traumatología, según Contraloría.",Gris,Salud,,1.0,1.0,,,1.0,1,,,,,,,1.0
476,2022-06-30,Ayacucho,Periodista,,Municipalidad Distrital de Tantamayo,,"Comentó que gracias al convenio interinstitucional entre la Municipalidad Distrital de Tantamayo y la provincial de Huamalíes y el MINCETUR, se acordó realizar trabajos de mejorado de los restos arqueológicos en Piruro 1 y Piruro 2.",Gris,Cultura,,1.0,,,,,,,,,,,,
477,2022-06-30,Ayacucho,Periodista,,Instituto de Estudios Peruanos (IEP),,Mencionó que según encuesta del Instituto de Estudios Peruanos (IEP) 2 de cada 10 peruanos miran con simpatía la gestión del presidente Pedro Castillo.,Gris,Gobierno Central,,1.0,,,,,1,,,,,,,
